2019年04月15日(月)12:00出発,12:05→12:4641分,12:25→13:0641分,12:45→13:2641分,12:05発→12:46着41分（乗車14分）,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）
2019年04月15日(月)12:01出発,12:05→12:4641分,12:25→13:0641分,12:45→13:2641分,12:05発→12:46着41分（乗車14分）,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）
2019年04月15日(月)12:02出発,12:05→12:4641分,12:25→13:0641分,12:45→13:2641分,12:05発→12:46着41分（乗車14分）,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）
2019年04月15日(月)12:03出発,12:05→12:4641分,12:25→13:0641分,12:45→13:2641分,12:05発→12:46着41分（乗車14分）,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）
2019年04月15日(月)12:04出発,12:05→12:4641分,12:25→13:0641分,12:45→13:2641分,12:05発→12:46着41分（乗車14分）,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）
2019年04月15日(月)12:05出発,12:05→12:4641分,12:25→13:0641分,12:45→13:2641分,12:05発→12:46着41分（乗車14分）,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）
2019年04月15日(月)12:06出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:07出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:08出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:09出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:10出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:11出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:12出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:13出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:14出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:15出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:16出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:17出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:18出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:19出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:20出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:21出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
2019年04月15日(月)12:22出発,12:25→13:0641分,12:45→13:2641分,12:45→13:2742分,12:25発→13:06着41分（乗車14分）,12:45発→13:26着41分（乗車14分）,12:45発→13:27着42分（乗車25分）
